rank,ticker,name,odds,denominator_basis,falsify_exit_price,falsify_exit_drop,falsify_exit_source,falsify_exit_note,ret_1y_grade,n3_ret_1y,debt_label,net_debt_to_ocf,ma200_form,not_in_pool_above_ma,in_pool_1,mechanism_label,mechanism_reason,survivor_gap_deep,survivor_gap_why,pred_support,pred_total,pred_note,conclusion,odds_negative,is_new_entrant,has_card,baseline_withheld,price,price_date,mcap_now,rel_spy_screen,n1_implied_g5,consensus_rev_growth,gap_vs_consensus_pp,n2_per_share,n2_upside,n2_per_share_withheld,n2_upside_withheld,odds_withheld,n2_unreliable,stress_drop,stress_floor_applied,discount_grade,ps_now,ps_p50_1y,ps_p50_4y,ps_p25_1y,wacc,de_ratio,net_debt,ocf_ttm,rev_ttm,op_margin,diluted_shares,asof,stale_lag_days,sic_description,grp
31.0,SHAZ,SHARONAI HOLDINGS INC.,-1.289425773300669,公式壓力跌幅(參考欄),,,,,算不出,,淨現金,-39.58075783148527,資料不足,,True,現金或資產價值實現,"淨現金 852 百萬美元,佔市值 41%",否,,0,0,未登記預測,觀察(一年回報算不出),是,True,False,False,57.630001068115234,2026-09-08,2063356031.392269,-0.3147688022199794,,11.9523,,15.457094877132716,-0.7317873574414245,,,,現時營業利潤率 ≤ 0,-0.5675296497046098,True,資料不足,704.8254385414131,,,,0.1,0.0,-852281732.0,21532729.0,2927471.0,-10.717401470415933,35803505.0,2026-06-30,0.0,Services-Computer Processing & Data Preparation,0
32.0,MYRG,MYR GROUP INC.,-1.293981892401072,公式壓力跌幅(參考欄),,,,,不過(<13%),0.0184853963921325,淨現金,-0.2370834924655102,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,288.1600036621094,2026-09-08,4533045017.608643,-0.380895279534777,1.182147979736328,0.1547,102.7447979736328,125.59644332130075,-0.5641433865729242,,,,,-0.4359747148595082,True,都不過,1.1315495028916611,1.158228977209884,0.6551136744649603,1.0074332832520054,0.1,0.0,-70768000.0,298494000.0,4006051000.0,0.0562803618825621,15731000.0,2026-06-30,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",0
33.0,TDC,TERADATA CORPORATION,-1.3951931896973813,公式壓力跌幅(參考欄),,,,,不過(<13%),-0.0085394502311084,淨現金,-0.4139290407358738,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,27.76000022888184,2026-09-08,2670512022.0184326,-0.2563669623881329,0.4774589538574219,0.013300001,46.41589528574219,14.140909674485226,-0.4906012407099026,,,,,-0.3516367800048641,True,都不過,1.5792501608624676,1.636708482576502,1.8012365720977614,1.5225353841706524,0.1,0.0,-315000000.0,761000000.0,1691000000.0,0.0751034890597279,96200000.0,2026-06-30,0.0,Services-Prepackaged Software,0
34.0,PRIM,Primoris Services Corporation,-1.4404109736446329,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.6811431879646566,中(3–6 倍),5.454498714652956,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,True,False,False,75.44999694824219,2026-09-08,4074299835.205078,-0.4045743682659548,,0.113199994,,5.39135157380346,-0.9285440451707128,,,,,-0.644638274881538,True,"只過一把(重估已完成,不是折讓)",0.5593338781479199,0.945190073713873,0.4142288256397834,0.7494089628805028,0.095,0.195616432819526,1060900000.0,194500000.0,7284200000.0,0.0291167183767606,54000000.0,2026-06-30,0.0,"Water, Sewer, Pipeline, Comm & Power Line Construction",0
35.0,LINC,LINCOLN EDUCATIONAL SERVICES CORPORATION,-1.4554337220192632,公式壓力跌幅(參考欄),10.6,-0.58,"第五節 5.2:四條獨立路徑(同業倍數 × 壓力盈利 10.18 / 自身四年中位市銷率 14.79 / 同業 UTI 實際跌幅 13.2 / 2022–23 年市值區間 9.5–12.7),卡內取 −58% 反推",區間 −48% 至 −62%;LINC 是唯一一家卡內判機械數(−56.4%)可用的公司,過線(≥17%),0.2422449245178624,低(≤3 倍),1.956127755974602,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,3,三項全部指向招生失速、指引下調、自由現金流為負,觀察(預登記預測零支持),是,False,True,False,24.809999465942383,2026-09-08,779500262.3605537,-0.4988408672153929,0.9682044982910156,0.088999994,87.92045042910156,4.459601190907789,-0.8202498473637756,,,,終值佔比 >150%,-0.5635776023010955,True,"只過一把(重估已完成,不是折讓)",1.3656802861367356,1.7095656663009482,0.8322462430752535,1.456878074237266,0.1,0.0729929196273729,183921000.0,94023000.0,570778000.0,0.0591105473581672,31418794.0,2026-06-30,0.0,Services-Educational Services,0
36.0,UTI,"UNIVERSAL TECHNICAL INSTITUTE, INC",-1.4855924546258117,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.5921125046277049,低(≤3 倍),2.582651061659464,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,21.59000015258789,2026-09-08,1207636658.5350037,-0.4816128227886777,,0.0844,,2.57741974528028,-0.8806197439988745,,,,,-0.592773436117568,True,"只過一把(重估已完成,不是折讓)",1.3667309780329264,2.1979270987774258,1.3076125633544404,1.8408126460000769,0.1,0.1350621470847577,192423000.0,74506000.0,883595000.0,0.050087426932022,55935000.0,2026-06-30,0.0,Services-Educational Services,0
37.0,IPGP,IPG PHOTONICS CORP,-1.570922222820171,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.2320838791497841,淨現金,-9.204906474223383,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,79.55999755859375,2026-09-08,3414152367.352112,-0.3406557972584931,,0.0922,,12.021821510401123,-0.84889615536316,,,,,-0.5403807668079161,True,都不過,3.192765974668592,3.981491910872747,3.220939939170224,3.5929672297815705,0.1,0.0,-887758000.0,96444000.0,1069340000.0,0.0074513251164269,42912927.0,2026-06-30,0.0,Semiconductors & Related Devices,0
38.0,MWH,"SOLV Energy, Inc.",-1.6220014533432867,公式壓力跌幅(參考欄),,,,,算不出,,淨現金,-0.0988283870967741,資料不足,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(一年回報算不出),是,True,False,False,25.65999984741211,2026-09-08,5175174535.805683,-0.2882601776760831,,0.1437,,5.272423490257288,-0.7945275322833243,,,,,-0.4898439089839504,True,資料不足,2.0122404387996964,,,,0.1,0.0,-9574000.0,96875000.0,2571847000.0,0.0505080589941781,201682563.0,2026-06-30,0.0,Heavy Construction Other Than Bldg Const - Contractors,0
39.0,CEVA,"Ceva, Inc.",-1.7752592496390311,公式壓力跌幅(參考欄),,,,,算不出,,淨現金,-52.07568988173456,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(一年回報算不出),是,False,False,False,28.239999771118164,2026-09-08,686090794.4393158,-0.4152008309220175,,0.13,,4.375095780499677,-0.8450745107663135,,,,現時營業利潤率 ≤ 0,-0.4760287889997728,True,資料不足,6.473776131716511,,,,0.1,0.0,-198148000.0,3805000.0,105980000.0,-0.0909888658237403,24295000.0,2026-06-30,0.0,"Services-Computer Programming, Data Processing, Etc.",0
40.0,ON,ON SEMICONDUCTOR CORPORATION,-1.899272969080296,公式壓力跌幅(參考欄),,,,,不過(<13%),-0.0870849090254901,低(≤3 倍),1.0238636363636364,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,71.08000183105469,2026-09-08,28744752740.47852,-0.4028568694782826,0.6659812927246094,0.1288,53.718129272460935,7.727730311031405,-0.891281230839035,,,,,-0.4692749517046141,True,都不過,4.637896147097118,4.256202986111781,3.64461960988972,3.53894124197056,0.095,0.1854355836045805,1711900000.0,1672000000.0,6197800000.0,0.1080544709413017,404400000.0,2026-07-03,0.0,Semiconductors & Related Devices,0
41.0,ALB,ALBEMARLE CORPORATION,-1.9355105146655385,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.2372455493036853,淨現金,-0.2102155829382201,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,129.57000732421875,2026-09-08,17648989837.646484,-0.2781720968305111,,0.0292,,10.400456681771896,-0.9197309863867864,,,,終值佔比 >150%,-0.4751878015737457,True,都不過,2.9873521705238413,3.714568618069244,3.191742667277935,2.9873521705238413,0.1,0.1122802504975691,-378457000.0,1800328000.0,5907904000.0,0.0426679241910498,136212000.0,2026-06-30,0.0,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",0
42.0,DRS,"Leonardo DRS, Inc.",-1.9446621725444335,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.2029727245662294,淨現金,-0.0059880239520958,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,36.93999862670898,2026-09-08,9933165630.722046,-0.2533148096920238,0.4009284973144531,0.0683,33.26284973144531,16.57360183742279,-0.5513372373154486,,,,,-0.2835131186791525,True,都不過,2.628516970288977,3.177844392423688,2.0143712032963346,2.884335879171104,0.1,0.0,-3000000.0,501000000.0,3779000000.0,0.1053188674252447,268900000.0,2026-06-30,0.0,"Search, Detection, Navigation, Guidance, Aeronautical Sys",0
43.0,ULS,UL Solutions Inc.,-2.001717006338424,公式壓力跌幅(參考欄),,,,,貼線(13–17%),0.1673134983586963,低(≤3 倍),0.0988200589970501,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,"觀察(貼線,不下結論)",是,True,False,False,73.19000244140625,2026-09-08,14930760498.046877,-0.2777890776885072,0.3566551208496094,0.0725,28.415512084960938,28.912860666787548,-0.6049616108438536,,,,,-0.3022213474373483,True,都不過,4.74595057153429,5.567712225518622,4.718126473800105,5.048113369128049,0.1,0.0,67000000.0,678000000.0,3146000000.0,0.1786395422759059,204000000.0,2026-06-30,0.0,Services-Testing Laboratories,0
44.0,SAIA,"Saia, Inc.",-2.03778768746724,公式壓力跌幅(參考欄),,,,,不過(<13%),0.0419956034680559,低(≤3 倍),0.3055810708967346,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,354.8399963378906,2026-09-08,9521421621.73462,-0.275698975884034,0.4312629699707031,0.0727,35.85629699707032,123.99312272434932,-0.6505661030210391,,,,,-0.3192511697966071,True,都不過,2.8067614048144747,2.9392562090195096,3.221915351263195,2.6580827675887284,0.1,0.010528679852929,185301000.0,606389000.0,3392316000.0,0.1104410674005605,26833000.0,2026-06-30,0.0,Trucking (No Local),0
45.0,GNRC,GENERAC HOLDINGS INC.,-2.0539589262844387,公式壓力跌幅(參考欄),,,,,不過(<13%),0.0724119757821759,低(≤3 倍),2.1429215172230096,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,190.2100067138672,2026-09-08,11343258774.25447,-0.3221784066417924,0.5527076721191406,0.20799999,34.47076821191406,38.478731617102106,-0.797703957421201,,,,,-0.3883738604569995,True,都不過,2.555517831275795,2.754270766217981,2.2000039575144963,2.282275623436639,0.1,0.1223317767509189,1174606000.0,548133000.0,4438732000.0,0.0949568480367816,59635447.0,2026-06-30,0.0,Motors & Generators,0
46.0,LTRX,"LANTRONIX, INC.",-2.159086161965329,公式壓力跌幅(參考欄),,,,,不過(<13%),0.086331898584586,淨現金,-6.1218993621545,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 2.12 億美元 < 5 億,0,0,未登記預測,不入(一年回報不過線),是,True,False,False,5.269999980926514,2026-09-08,211564149.2342949,-0.3293199562781157,,0.1336,,0.6109218655749823,-0.8840755469096649,,,,現時營業利潤率 ≤ 0,-0.409467469378307,True,都不過,1.7499247242267917,1.9573378184621013,1.4969733235659484,1.7499247242267917,0.1,0.0,-60466000.0,9877000.0,120899000.0,-0.03408630344337,40145000.0,2026-06-30,0.0,Computer Communications Equipment,0
,CABO,"Cable One, Inc.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),2.1951379710428958,中(3–6 倍),5.392200381055164,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 1.31 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,23.030000686645508,2026-09-08,131243690.33306503,-0.521869901915576,,0.048600003,,-841.580863746385,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.8739914819056217,True,兩把尺都過,0.0910381486098864,0.3657825643071245,1.5112335042229783,0.1843690735789195,0.09,23.440448772758568,2917876000.0,541129000.0,1441634000.0,-0.1748134408594691,5698814.0,2026-06-30,0.0,Cable & Other Pay Television Services,1
,SSTK,"SHUTTERSTOCK, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),1.3810102895720222,低(≤3 倍),1.221126144471092,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 1.90 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,5.170000076293945,2026-09-08,189754512.80021667,-0.5875521850518959,,-0.169,,-28.3032259596696,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.8042408138521611,True,兩把尺都過,0.2105375128430006,0.6425618202267712,1.7567007083363158,0.5502686860179173,0.095,1.4401185825167262,161914000.0,132594000.0,901286000.0,-0.1731559127735258,36703000.0,2026-06-30,0.0,Services-Computer Processing & Data Preparation,1
,TDUP,ThredUp Inc.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),1.120196144589257,淨現金,-0.1190896605846576,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 3.47 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,2.6700000762939453,2026-09-08,346710189.907074,-0.4266699227876842,,0.1033,,-7.555096556880388,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.7735849097021237,True,兩把尺都過,1.0371136062406678,2.328333671663128,1.3574413336322884,1.7588882863764932,0.1,0.0,-1821000.0,15291000.0,334303000.0,-0.0711001696066143,129854000.0,2026-06-30,0.0,Retail-Catalog & Mail-Order Houses,1
,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.965771282628392,高(>6 倍),49.94272312875735,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 4.67 億美元 < 5 億;負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,9.640000343322754,2026-09-08,466857176.8668346,-0.4487193288087465,0.3943061828613281,0.014400001,37.990618186132814,-5.122221292212173,,,,,每股值無解或 ≤ 0,-0.8002217176558912,True,兩把尺都過,0.4877224301511301,0.9936295569122096,3.829643694746745,0.8060628694893385,0.095,1.349898922470158,755983000.0,15137000.0,957219000.0,0.0795157638952005,48429166.0,2026-06-30,0.0,"Communications Services, NEC",1
,TE,T1 Energy Inc.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.8911020939256544,高(>6 倍),180.86164985777089,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,5.059999942779541,2026-09-08,1417452723.97089,-0.5760914867812399,,0.3662,,-1225.8259081313458,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6910298969770345,True,兩把尺都過,1.4219303827461578,2.716915820756901,2.887617056371625,1.923818519043908,0.095,0.3879826047808943,699392000.0,3867000.0,996851000.0,-0.2277481790157205,280129000.0,2026-06-30,0.0,Semiconductors & Related Devices,1
,PLTK,PLAYTIKA HOLDING CORP.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.6701308139097832,中(3–6 倍),4.584195465551398,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,2.220000028610229,2026-09-08,848484010.9348297,-0.4085559756257895,,0.0043,,-10.278406819019134,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.4965674816254015,True,兩把尺都過,0.2999024497860984,0.5033807041675683,1.2133793600357132,0.4452573182041711,0.095,2.8223277859550997,2082600000.0,454300000.0,2829200000.0,-0.0344973844196239,382200000.0,2026-06-30,0.0,Services-Computer Processing & Data Preparation,1
,AHCO,AdaptHealth Corp.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.6312203557122329,中(3–6 倍),3.493579346927859,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,6.190000057220459,2026-09-08,842582807.7888489,-0.3643993070517634,,0.038,,-31.15149355860142,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6098654898696338,True,兩把尺都過,0.2611276095206754,0.4373504619770114,0.4588450644933835,0.4076678698148431,0.095,2.303430573302621,2037714000.0,583274000.0,3226709000.0,-0.044584745634019,136120000.0,2026-06-30,0.0,Services-Home Health Care Services,1
,ARRY,"ARRAY TECHNOLOGIES, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.571419566963,低(≤3 倍),2.735977305800652,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,False,False,False,4.699999809265137,2026-09-08,731719470.3054428,-0.4964323317460182,,0.1244,,-7.287832940472647,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.635451495016055,True,兩把尺都過,0.6174785321207236,0.9933849923318042,1.3597408379314562,0.8535062692189476,0.095,0.9586009781961962,445584000.0,162861000.0,1185012000.0,-0.0512914637151353,155685000.0,2026-06-30,0.0,Semiconductors & Related Devices,1
,CTRI,"Centuri Holdings, Inc.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4996350698492964,高(>6 倍),11.995384117043676,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,20.700000762939453,2026-09-08,2100553277.420044,-0.3382919137704258,,0.1106,,-22.080230026577183,,,,,每股值無解或 ≤ 0,-0.5138755965141697,True,兩把尺都過,0.6189369809429537,0.9328811406093604,0.8032349144212634,0.7897215611279543,0.095,0.3483563153888407,888762000.0,74092000.0,3393808000.0,0.0273386119662632,101476000.0,2026-06-28,0.0,Natural Gas Transmisison & Distribution,1
,MYGN,"MYRIAD GENETICS, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4985328010205252,高(>6 倍),12.376623376623376,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 3.01 億美元 < 5 億;負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,3.180000066757202,2026-09-08,301464006.3285828,-0.272647209455746,,0.0553,,-9.825709724446282,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6503667740346905,True,兩把尺都過,0.3737465984733235,0.6133915115295432,2.549984096784384,0.5162546735015184,0.095,0.4003794730586915,95300000.0,7700000.0,806600000.0,-0.1222415075626084,94800000.0,2026-06-30,0.0,In Vitro & In Vivo Diagnostic Substances,1
,LASR,"NLIGHT, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4880522527025202,淨現金,-5.937875110534138,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,False,False,False,41.52999877929688,2026-09-08,2366503920.440674,-0.4503913996900188,,0.1347,,-43.89269160824119,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.5363154702212911,True,"只過一把(重估已完成,不是折讓)",7.616709163662174,11.53920428447178,3.428937740314557,8.548251474874695,0.1,0.0,-315604000.0,53151000.0,310699000.0,-0.0546831499296747,56983000.0,2026-06-30,0.0,Semiconductors & Related Devices,1
,ANGI,Angi Inc.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4706513713632896,低(≤3 倍),2.829391582799634,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 1.90 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,4.699999809265137,2026-09-08,190157292.28305817,-0.2721599866052877,,-0.0095,,-39.36780748241716,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.7654387790653702,True,兩把尺都過,0.191583825447339,0.3109407085511668,0.6281647511510442,0.2353711699998222,0.095,2.095502072078577,247402000.0,87440000.0,992554000.0,-0.21709952304862,40459000.0,2026-06-30,0.0,Services-Advertising,1
,PZZA,"PAPA JOHN’S INTERNATIONAL, INC.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4666830152818868,高(>6 倍),9.66268358161815,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,22.76000022888184,2026-09-08,754016047.5826263,-0.352481358146862,,-0.0208,,-11.68074168032295,,,,,每股值無解或 ≤ 0,-0.5922979808865119,True,兩把尺都過,0.3832669649626355,0.5732788509590504,0.81582453672665,0.5298877010164328,0.095,1.0149651356274842,917810000.0,94985000.0,1967339000.0,0.0430210553443,33129000.0,2026-06-28,0.0,Retail-Eating  Places,1
,CPRI,CAPRI HOLDINGS LIMITED,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4603102311527445,高(>6 倍),8.120253164556962,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,13.100000381469728,2026-09-08,1520113904.8654518,-0.2810177292693319,,0.0279,,-9.590519347818905,,,,,每股值無解或 ≤ 0,-0.5404916808292706,True,兩把尺都過,0.4411241743660626,0.6581625436507863,0.8901609725106779,0.6055228387381125,0.095,0.2223517585874047,1283000000.0,158000000.0,3446000000.0,0.0069645966337782,116039226.0,2026-06-27,0.0,Leather & Leather Products,1
,PLAY,"Dave & Buster’s Entertainment, Inc.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4575073367771187,高(>6 倍),10.327396373056995,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 3.09 億美元 < 5 億;負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,8.84000015258789,2026-09-08,308869605.3314209,-0.335658135005728,,0.0422,,-73.7390082706948,,,,,每股值無解或 ≤ 0,-0.6506821156383109,True,兩把尺都過,0.147474028519586,0.2282362996612118,0.6195073630508302,0.1841757060099048,0.09,5.062006662398345,3189100000.0,308800000.0,2094400000.0,0.0333269671504965,34940000.0,2026-05-05,0.0,Retail-Eating  Places,1
,PL,Planet Labs PBC,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.438595188375813,淨現金,-5.212062873709005,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,17.809999465942383,2026-09-08,6153788097.150101,-0.6279613490083755,,0.3077,,-18.33697052755656,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6535019662017832,True,"只過一把(重估已完成,不是折讓)",18.336019263763216,26.63064295606968,8.427698598991238,19.82884591839458,0.1,0.0,-690369000.0,132456000.0,335612000.0,-0.3193866727053859,345524328.0,2026-04-30,0.0,Radio & Tv Broadcasting & Communications Equipment,1
,EBS,EMERGENT BIOSOLUTIONS INC.,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.4264625831562292,中(3–6 倍),4.671443193449335,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 3.10 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,6.0,2026-09-08,309600000.0,-0.2865255016291681,,0.070300005,,-16.527008323658805,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6798561200438609,True,"只過一把(重估已完成,不是折讓)",0.4019735133731498,0.6084042567733332,0.3738561514046651,0.5603723331546107,0.095,1.9047157622739015,456400000.0,97700000.0,770200000.0,-0.0856920280446637,51600000.0,2026-06-30,0.0,Pharmaceutical Preparations,1
,ADTN,"ADTRAN Holdings, Inc.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.3924200448741874,低(≤3 倍),1.8563610755717064,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,False,False,False,7.579999923706055,2026-09-08,613585833.8241577,-0.6206603791206837,,0.0788,,-11.62609776774868,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.6340206162761535,True,兩把尺都過,0.5390715857418228,0.7614331562548303,0.7639026472129986,0.6842775425345788,0.095,0.3566281813193072,172662000.0,93011000.0,1138227000.0,-0.0017623901032043,80948000.0,2026-06-30,0.0,Telephone & Telegraph Apparatus,1
,TROX,TRONOX HOLDINGS PLC,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.3260090575905991,高(>6 倍),32.15841584158416,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,False,False,False,4.800000190734863,2026-09-08,767236830.4872513,-0.4150851214627731,,0.0454,,-40.27376733365103,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.5419846946185467,True,兩把尺都過,0.2509770462830393,0.3344618258017383,0.6354642214880983,0.247854706613994,0.09,4.212519357220436,3248000000.0,101000000.0,3057000000.0,-0.071638861629048,159841000.0,2026-06-30,0.0,Industrial Inorganic Chemicals,1
,DUOT,"Duos Technologies Group, Inc.",,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.3075409922527337,淨現金,-19.685043708601548,線附近,,True,現金或資產價值實現,"淨現金 108 百萬美元,佔市值 34%",是,市值 3.22 億美元 < 5 億,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,9.050000190734863,2026-09-08,321619793.67835426,-0.4028057238056285,,2.7661,,-102.56610988710852,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.4890710489303311,True,兩把尺都過,12.746062177946598,16.856836980728165,16.553246442917914,12.207008429173172,0.1,0.0,-108037012.0,5488279.0,25232875.0,-0.3216050489688551,35538098.0,2026-06-30,0.0,Services-Prepackaged Software,1
,OLN,OLIN CORPORATION,,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.2938659287953362,高(>6 倍),10.515950520833334,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,17.889999389648438,2026-09-08,2037670930.480957,-0.3353566104240287,,0.0498,,-38.9062400688047,,,,,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,-0.4369608607496247,True,兩把尺都過,0.3039848028525118,0.397426950610058,0.6602317384657316,0.3505345608011669,0.095,1.4865501365743257,3230500000.0,307200000.0,6703200000.0,-0.0157387516410072,113900000.0,2026-06-30,0.0,Chemicals & Allied Products,1
