theme,ticker,valid_from,valid_to,role,note,story,position,source_url,evidence_10k,added_by,valid_from_basis,filer_type
gold,NEM,2022-01-01,,core,,"黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/1164727/000116472726000010/nem-20251231.htm,"2025:Principles GEO (2) Gold Equivalent Ounces GHG Greenhouse Gases, which are defined by the EPA",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
gold,B,2022-01-01,,core,,"黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/756894/000119312526079253/d833573d40f.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",40-F
gold,AEM,2022-01-01,,core,,"黃金賣給央行、投資者與珠寶,售價就是全球金價;新礦十年以上、礦供給年增長不足 2%——但礦商是價格接受者,缺口讀不到。",上游:黃金礦開採(不含權利金公司),https://www.sec.gov/Archives/edgar/data/2809/000110465926032153/aem-20251231x40f.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",40-F
memory,MU,2022-01-01,,core,,"賣給電子產品與資料中心廠商,售價由現貨與合約市場供需決定;新廠三年再加關鍵設備交期。",上游:記憶體晶片製造(DRAM / NAND),https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,"2025:demand, including developments in AI; DRAM bit shipments in future periods; actions to align our",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
memory,SNDK,2025-02-01,,core,,"賣給電子產品與資料中心廠商,售價由現貨與合約市場供需決定;新廠三年再加關鍵設備交期。",上游:記憶體晶片製造(DRAM / NAND),https://www.sec.gov/Archives/edgar/data/2023554/000162828026057406/sndk-20260703.htm,"2026:firmware), controllers, dynamic random-access memory (“DRAM”), components, equipment and materials for use in our product",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
memory,WDC,2022-01-01,2021-11-30,core,"ADR-0039 方向測試:快閃同硬碟互相抵消=內部對沖缺口;追溯剔出籃 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","賣給電子產品與資料中心廠商,售價由現貨與合約市場供需決定;新廠三年再加關鍵設備交期。",上游:記憶體晶片製造(DRAM / NAND),https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/wdc-20260703.htm,"2026:high-capacity HDDs, which include ePMR, OptiNAND, UltraSMR, heat-assisted magnetic recording (“HAMR”) and triple stage actuators",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
memory,WDC,2025-02-01,2021-11-30,weak_witness,"ADR-0039 方向測試:快閃同硬碟互相抵消(快閃貴買家轉硬碟)=內部對沖缺口 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","賣給電子產品與資料中心廠商,售價由現貨與合約市場供需決定;新廠三年再加關鍵設備交期。",上游:記憶體晶片製造(DRAM / NAND),https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/wdc-20260703.htm,"2026:high-capacity HDDs, which include ePMR, OptiNAND, UltraSMR, heat-assisted magnetic recording (“HAMR”) and triple stage actuators",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
optical_cpo,LITE,2022-01-01,,core,,"售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/1633978/000162828026057358/lite-20260627.htm,2026:that system’s operation and include optical chips and subsystems that are supplied to cloud data,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
optical_cpo,COHR,2022-01-01,,core,ADR-0039 讀對瓣:只讀光通訊瓣。三瓣唔互相抵消(磷化銦短缺唔會令工業雷射得益),"售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/820318/000082031826000020/iivi-20260630.htm,"2026:markets lasers, transceivers, and other optical and optoelectronic devices, modules, and systems, as well as",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
optical_cpo,CIEN,2022-01-01,2021-11-30,core,"2026-07-24 剔:光傳輸系統商(元件商下游客戶)‧非光元件同位‧會溝淡AI互連讀數(ADR-0032)‧全期出隊照BHP/RIO式 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/936395/000162828025056698/cien-20251101.htm,"2025:Our Networking Platforms, including our Optical Networking portfolio and Routing and Switching portfolio, are solutions",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
optical_cpo,GLW,2022-01-01,2021-11-30,core,"ADR-0039 純度:光通訊只佔康寧一小瓣 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/glw-20251231.htm,"2025:glass science, ceramic science and optical physics, along with its deep manufacturing and engineering capabilities",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
optical_cpo,AAOI,2022-01-01,2021-11-30,core,"ADR-0039 方向+代表性:市值佔全籃1%卻主導籃子回報;主席2026-07-27明令剔走 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","售價由磷化銦/砷化鎵雷射晶片產能決定;樽頸是化合物半導體晶圓廠,補不了快。","中游:資料中心光收發模組與光子元件,賣給網絡設備與系統商",https://www.sec.gov/Archives/edgar/data/1158114/000143774926005875/aaoi20251231_10k.htm,"2022:and manufacture a range of optical communications products at varying levels of integration, from components,",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
power_producers,VST,2022-01-01,,core,,售價由區域電力市場供需決定;樽頸是併網排隊與新機組建設週期——AI 資料中心用電是需求端最直接的那個開關。,"中游:競爭性(非規管)批發發電商,電力賣給電網與資料中心長約大用戶",https://www.sec.gov/Archives/edgar/data/1692819/000169281926000006/vistra-20251231.htm,"2025:Columbia, including all major competitive wholesale power markets in the U.S. We serve approximately 5",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
power_producers,CEG,2022-02-01,,core,分拆日,售價由區域電力市場供需決定;樽頸是併網排隊與新機組建設週期——AI 資料中心用電是需求端最直接的那個開關。,"中游:競爭性(非規管)批發發電商,電力賣給電網與資料中心長約大用戶",https://www.sec.gov/Archives/edgar/data/1868275/000186827526000032/ceg-20251231.htm,2025:are active in all domestic wholesale power and gas markets that span the entire lower,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
power_producers,NRG,2022-01-01,2021-11-30,core,"ADR-0039 純度:零售電力業務 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]",售價由區域電力市場供需決定;樽頸是併網排隊與新機組建設週期——AI 資料中心用電是需求端最直接的那個開關。,"中游:競爭性(非規管)批發發電商,電力賣給電網與資料中心長約大用戶",https://www.sec.gov/Archives/edgar/data/1013871/000101387126000004/nrg-20251231.htm,"2025:fluctuations in the retail and wholesale power and natural gas markets, as well as fluctuations",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
power_producers,TLN,2023-06-01,,core,上市日(2026-07-28 修正:原寫 2022-01-01,售價由區域電力市場供需決定;樽頸是併網排隊與新機組建設週期——AI 資料中心用電是需求端最直接的那個開關。,"中游:競爭性(非規管)批發發電商,電力賣給電網與資料中心長約大用戶",https://www.sec.gov/Archives/edgar/data/1622536/000162253626000017/tln-20251231.htm,"2025:various other factors. Competitors in wholesale power markets include other non-utility generators, regulated utilities and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
power_producers,ETR,2022-01-01,2021-11-30,core,"2026-07-21 手術S2出隊:規管公用事業‧盈利=監管rate-base回報‧唔隨市價;同鈾鏈剔規管股(CEG/DUK/SO)同一邏輯(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]",售價由區域電力市場供需決定;樽頸是併網排隊與新機組建設週期——AI 資料中心用電是需求端最直接的那個開關。,"中游:競爭性(非規管)批發發電商,電力賣給電網與資料中心長約大用戶",https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/etr-20251231.htm,2025:income tax return purposes to wholesale power purchase agreements as appropriate under the Internal Revenue,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,COIN,2022-01-01,,core,,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1679788/000167978826000015/coin-20251231.htm,"2025:security tokens. • Cryptocurrency : Bitcoin and alternative coins, or “altcoins,” launched after the success",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,MSTR,2022-01-01,,core,,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1050446/000105044626000020/mstr-20251231.htm,2022:stock; Risks Related to Our Bitcoin Acquisition Strategy and Holdings • Our bitcoin acquisition strategy,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,MARA,2022-01-01,,core,,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1507605/000150760526000007/mara-20251231.htm,2022:I.A. HISTORY AND PIVOT TO BITCOIN MINING Marathon is a digital asset technology company that,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,RIOT,2022-01-01,,core,,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1167419/000110465926022322/riot-20251231x10k.htm,2022:and implementation of industrial-scale immersion-cooled Bitcoin mining hardware and our one-gigawatt data center development outside,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,HUT,2022-01-01,,core,,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1964789/000110465926019392/hut-20251231x10k.htm,"2025:our new reporting segments: Power, Digital Infrastructure, Compute, and Other. Our previous reporting segments were",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
web3_crypto,HOOD,2022-01-01,,core,弱證人掛靠:HOOD主業fintech非核心web3成員,"收入等於幣價——不是不想投,是讀電話會這套方法答不到這類題。",⚠️ 三個位置溝在一條:交易所(COIN/HOOD)+ 國庫持幣(MSTR)+ 礦工(MARA/RIOT/HUT),https://www.sec.gov/Archives/edgar/data/1783879/000178387926000023/hood-20251231.htm,2025:ETPs Exchange Traded Products BSV Bitcoin SV EU The European Union Bylaws Amended and Restated,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
glp1,LLY,2022-01-01,,core,,"GLP-1 藥物經處方賣給病人,售價由專利期內產能對臨床需求決定;無菌注射產線要動土兼審批,補不了快。","下游:GLP-1 減重藥原廠(有在售產品,有真實產能與定價權)",https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,2025:the treatment of adults with obesity or overweight with at least one weight-related comorbid condition,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
glp1,NVO,2022-01-01,,core,,"GLP-1 藥物經處方賣給病人,售價由專利期內產能對臨床需求決定;無菌注射產線要動土兼審批,補不了快。","下游:GLP-1 減重藥原廠(有在售產品,有真實產能與定價權)",https://www.sec.gov/Archives/edgar/data/353278/000035327826000012/nvo-20251231.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",20-F
glp1,VKTX,2022-01-01,2021-11-30,core,"ADR-0039 方向測試:臨床期無產品收入,答唔到售價由咩供需決定 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","GLP-1 藥物經處方賣給病人,售價由專利期內產能對臨床需求決定;無菌注射產線要動土兼審批,補不了快。","下游:GLP-1 減重藥原廠(有在售產品,有真實產能與定價權)",https://www.sec.gov/Archives/edgar/data/1607678/000119312526046876/vktx-20251231.htm,"2022:receptor beta; NASH, nonalcoholic steatohepatitis; GLP-1, glucagon-like peptide 1, GIP, glucose-dependent insulinotropic polypeptide; X-ALD, X-linked",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
glp1,HIMS,2022-01-01,2021-11-30,weak_witness,"ADR-0039 方向測試:遠程醫療複方分銷,同原廠方向相反 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","GLP-1 藥物經處方賣給病人,售價由專利期內產能對臨床需求決定;無菌注射產線要動土兼審批,補不了快。","下游:GLP-1 減重藥原廠(有在售產品,有真實產能與定價權)",https://www.sec.gov/Archives/edgar/data/1773751/000177375126000022/hims-20251231.htm,"2025:glucagon-like peptide-1 receptor agonists ( GLP-1s ), to the Pharmacies, are subject to extensive regulation",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
glp1,AMGN,2022-01-01,2021-11-30,core,"ADR-0039:同時坐biotech層,計兩次;MariTide仍臨床期 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","GLP-1 藥物經處方賣給病人,售價由專利期內產能對臨床需求決定;無菌注射產線要動土兼審批,補不了快。","下游:GLP-1 減重藥原廠(有在售產品,有真實產能與定價權)",https://www.sec.gov/Archives/edgar/data/318154/000031815426000010/amgn-20251231.htm,2025:GIPR glucose-dependent insulinotropic polypeptide receptor GLP-1 glucagon like peptide 1 HHS U.S. Department of Health,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
solar,ENPH,2022-01-01,,core,,售價由組件供需加裝機需求決定;⚠️ 這是十六條可投鏈裡樽頸最弱的一條——逆變器產能加得起。,"中游:住宅與商用太陽能逆變器、功率優化器,賣給安裝商",https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm,2025:expectations about the number of microinverter units that can be produced per quarter; • our,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
solar,SEDG,2022-01-01,,core,,售價由組件供需加裝機需求決定;⚠️ 這是十六條可投鏈裡樽頸最弱的一條——逆變器產能加得起。,"中游:住宅與商用太陽能逆變器、功率優化器,賣給安裝商",https://www.sec.gov/Archives/edgar/data/1419612/000117891326000632/zk2634374.htm,"2025:including introductions of power optimizer, inverter, EV chargers, batteries and PV system monitoring products by",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
solar,FSLR,2022-01-01,2021-11-30,core,"2026-07-21 手術S3出隊:公用事業級面板+合約簿+IRA製造補貼‧非住宅裝機需求;去向=「美國本土太陽能製造」真敘事但未夠三員‧孵化器候補(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]",售價由組件供需加裝機需求決定;⚠️ 這是十六條可投鏈裡樽頸最弱的一條——逆變器產能加得起。,"中游:住宅與商用太陽能逆變器、功率優化器,賣給安裝商",https://www.sec.gov/Archives/edgar/data/1274494/000127449426000021/fslr-20251231.htm,"2025:through increased costs of trackers, inverters, transformers, and other imported equipment, which are often heavily",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
solar,RUN,2022-01-01,2021-11-30,weak_witness,"ADR-0039 方向測試:住宅安裝商,同逆變器製造商方向相反 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]",售價由組件供需加裝機需求決定;⚠️ 這是十六條可投鏈裡樽頸最弱的一條——逆變器產能加得起。,"中游:住宅與商用太陽能逆變器、功率優化器,賣給安裝商",https://www.sec.gov/Archives/edgar/data/1469367/000162828026012289/run-20251231.htm,"2022:purchase equipment, including solar panels, inverters and batteries from a limited number of manufacturers and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
cannabis,GTBIF,2022-01-01,2026-07-21,core,ADR-0017 §5 已退役(2026-07-21);ADR-0039 補回日期,"收入由美國各州零售供需決定,聯邦層面仍屬違法——這一條就是它上不了主要交易所的原因。",下游:美國州級大麻 MSO(種植到零售一體),https://www.sec.gov/Archives/edgar/data/1795139/000119312526071672/gtbif-20251231.htm,2022:cultivation/processing and retail sale of cannabis in Illinois. The Company has since expanded its operational,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
metaverse_innov,U,2022-01-01,2026-07-21,core,ADR-0017 §5 已退役(2026-07-21);ADR-0039 補回日期,"估值重估押注,不是供需缺口;PLTR/SHOP/ROKU 按實際業務搬走之後,剩下兩隻根本不同步。",下游:消費級 3D / UGC 平台與遊戲引擎,https://www.sec.gov/Archives/edgar/data/1810806/000181080626000011/unity-20251231.htm,"2022:interactive, 2D, 3D, augmented and virtual reality experiences across all major platforms and device endpoints.",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
metaverse_innov,RBLX,2022-01-01,2026-07-21,core,ADR-0017 §5 已退役(2026-07-21);ADR-0039 補回日期,"估值重估押注,不是供需缺口;PLTR/SHOP/ROKU 按實際業務搬走之後,剩下兩隻根本不同步。",下游:消費級 3D / UGC 平台與遊戲引擎,https://www.sec.gov/Archives/edgar/data/1315098/000131509826000024/rblx-20251231.htm,"2022:specifically, the adoption of a metaverse with users interacting together by playing, communicating, connecting, working,",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
quantum,IONQ,2022-01-01,,core,,"沒有產品出貨、沒有售價可讀,估值全靠敘事——同一則政府撥款或大廠里程碑消息把整批一齊推上推落。",上游:量子運算硬件商(未商業化),https://www.sec.gov/Archives/edgar/data/1824920/000119312526071562/ionq-20251231.htm,"2022:our ability to sell full quantum computing systems to customers, either over the cloud or",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
quantum,RGTI,2022-01-01,,core,,"沒有產品出貨、沒有售價可讀,估值全靠敘事——同一則政府撥款或大廠里程碑消息把整批一齊推上推落。",上游:量子運算硬件商(未商業化),https://www.sec.gov/Archives/edgar/data/1838359/000110465926023454/rgti-20251231x10k.htm,2022:applications; • the potential of quantum computing and estimated market size and market growth including,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
quantum,QBTS,2022-01-01,,core,,"沒有產品出貨、沒有售價可讀,估值全靠敘事——同一則政府撥款或大廠里程碑消息把整批一齊推上推落。",上游:量子運算硬件商(未商業化),https://www.sec.gov/Archives/edgar/data/1907982/000190798226000026/qbts-20251231.htm,2022:as defined below); • D-Wave Quantum’s future growth and innovations; • the increased adoption of,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
quantum,QUBT,2022-01-01,,core,,"沒有產品出貨、沒有售價可讀,估值全靠敘事——同一則政府撥款或大廠里程碑消息把整批一齊推上推落。",上游:量子運算硬件商(未商業化),https://www.sec.gov/Archives/edgar/data/1758009/000121390026022417/ea0278445-10k_quantum.htm,"2022:QCI” and “QUBT,” refer to Quantum Computing, Inc., a Delaware corporation, and unless the context",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
streaming,NFLX,2022-01-01,,core,,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1065280/000106528026000034/nflx-20251231.htm,"2022:fees for services related to streaming content to our members. See Note 12, Segment and",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
streaming,DIS,2022-01-01,,core,,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1744489/000174448925000155/dis-20250927.htm,2022:and Star+ direct-to-consumer (DTC) video streaming services • Content Sales/Licensing ◦ Sale/licensing of film and,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
streaming,WBD,2022-01-01,,core,,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1437107/000143710726000020/wbd-20251231.htm,2022:our HBO Max and discovery+ streaming products; • realizing direct-to-consumer subscriber goals; • general economic,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
streaming,PARA,2022-01-01,,core,,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1826011/000119312526134714/bnzi-20251231.htm,"2025:revenue consist primarily of infrastructure, streaming service, data license and contracted services costs, as well",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
streaming,SPOT,2022-01-01,,strong_witness,審計標籤:強,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1639920/000162828026006874/ck0001639920-20251231.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",20-F
streaming,ROKU,2022-01-01,,core,由metaverse_innov搬入,"訂閱制媒體賣給消費者,售價自訂,沒有實體樽頸。",⚠️ 兩個位置溝在一條:內容自有的串流商(NFLX/DIS/WBD/PARA)+ 分發平台(ROKU/SPOT),https://www.sec.gov/Archives/edgar/data/1428439/000162828026008114/roku-20251231.htm,2022:and retain users and increase streaming hours; • our ability to attract and retain advertisers;,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
betting,DKNG,2022-01-01,,core,改網上博彩型,"抽成由自己定,售價自訂,沒有實體樽頸;真正的開關是「州份牌照開放 × 下注需求」。",下游:純線上體育博彩與 iGaming 營運商(抽成),https://www.sec.gov/Archives/edgar/data/1883685/000188368526000013/dkng-20251231.htm,2022:Overview We are a digital sports entertainment and gaming company. We provide users with online,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
betting,PENN,2022-01-01,2021-11-30,core,"2026-07-21 手術S8出隊:實體區域賭場(同MGM同類)‧非純線上博彩;去向=實體賭場板塊‧棄(僅影響答案卷‧betting已剔出落注池‧universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","抽成由自己定,售價自訂,沒有實體樽頸;真正的開關是「州份牌照開放 × 下注需求」。",下游:純線上體育博彩與 iGaming 營運商(抽成),https://www.sec.gov/Archives/edgar/data/921738/000092173826000008/penn-20251231.htm,"2025:between our retail gaming, online sports betting (“OSB”), and iCasino businesses; our ability to obtain",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
betting,FLUT,2022-01-01,,core,2026-07-22 結構修復補入(四之二十/四之二十一容許:手術後跌破三員下限嘅鏈可補人);FanDuel母企‧純線上博彩;本次補讀卷(15份),"抽成由自己定,售價自訂,沒有實體樽頸;真正的開關是「州份牌照開放 × 下注需求」。",下游:純線上體育博彩與 iGaming 營運商(抽成),https://www.sec.gov/Archives/edgar/data/1635327/000163532726000005/flut-20251231.htm,2025:the world s leading online sports betting and iGaming operator based on revenue. Our ambition,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ev,TSLA,2022-01-01,2021-11-30,core,"ADR-0039:過完三關淨返TSLA一間,一間公司唔係一條鏈,層唔成立 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","供需方程式本身沒問題(電池/晶片缺貨期真的有缺口),但過完純度與方向測試只剩特斯拉一間——一間公司不是一條鏈。",中游:純電動車製造商,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/tsla-20251231.htm,2025:sell and lease high-performance fully electric vehicles and energy generation and storage systems that increasingly,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ev,RIVN,2022-01-01,2021-11-30,core,"ADR-0039:過完三關淨返TSLA一間,一間公司唔係一條鏈,層唔成立 [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","供需方程式本身沒問題(電池/晶片缺貨期真的有缺口),但過完純度與方向測試只剩特斯拉一間——一間公司不是一條鏈。",中游:純電動車製造商,https://www.sec.gov/Archives/edgar/data/1874178/000187417826000008/rivn-20251231.htm,"2022:designs, develops, and manufactures category-defining electric vehicles (“EVs”) and accessories and sells them directly to",v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",10-K
ev,NIO,2022-01-01,2021-11-30,core,"2026-07-21 手術S6出隊:中國車廠‧盈利開關=中國價格戰/政策‧落喺讀唔到嗰條供需卷;去向=中國政策池‧棄(universe_audit_v2.md §三) [2026-07-27 修正結束日 2021-12-31→2021-11-30:走廊首個決策日係 2021-12-01,舊日期令追溯剔除喺第一季失效]","供需方程式本身沒問題(電池/晶片缺貨期真的有缺口),但過完純度與方向測試只剩特斯拉一間——一間公司不是一條鏈。",中游:純電動車製造商,https://www.sec.gov/Archives/edgar/data/1736541/000110465926041765/nio-20251231x20f.htm,,v0,"沿用 v0(舊倉 ADR-0039 鎖死名單,未改)",20-F
